0,1,2,3,4,5,6,7,8,9,10,11,12,13
36.0,13.0,13.0,22.0,13198.0,1319801.0,64.0,2148.0,1191.0,0.0,0.0,1.0,1107.0,3.0
6.0,0.0,0.0,91.0,14831.0,1483103.0,91.0,94.0,60.0,0.0,0.0,1.0,308.0,1.0
32.0,36.0,36.0,85.0,13198.0,1319801.0,64.0,3061.0,1614.0,0.0,0.0,1.0,1139.0,3.0
12.0,5.0,5.0,33.0,14122.0,1412202.0,23.0,4557.0,2463.0,1.0,0.0,1.0,787.0,2.0
29.0,24.0,24.0,64.0,12953.0,1295302.0,22.0,1789.0,1004.0,0.0,0.0,1.0,888.0,2.0
29.0,24.0,24.0,64.0,14679.0,1467903.0,91.0,4119.0,212.0,0.0,0.0,1.0,1334.0,3.0
53.0,33.0,33.0,93.0,12892.0,1289203.0,91.0,548.0,351.0,1.0,0.0,2.0,723.0,2.0
17.0,14.0,14.0,41.0,11259.0,1125903.0,74.0,2653.0,850.0,0.0,0.0,1.0,793.0,2.0
17.0,14.0,14.0,41.0,13204.0,1320402.0,33.0,4281.0,2312.0,0.0,0.0,7.0,990.0,2.0
6.0,0.0,0.0,91.0,14683.0,1468303.0,74.0,1186.0,0.0,0.0,0.0,1.0,1211.0,3.0
6.0,0.0,0.0,91.0,12992.0,1299204.0,71.0,2583.0,433.0,1.0,0.0,2.0,197.0,1.0
36.0,13.0,13.0,22.0,14107.0,1410702.0,81.0,1966.0,1012.0,1.0,0.0,1.0,1381.0,3.0
17.0,14.0,14.0,41.0,12992.0,1299204.0,71.0,2450.0,1389.0,0.0,0.0,2.0,544.0,2.0
48.0,2.0,2.0,74.0,12889.0,1288903.0,85.0,2989.0,25.0,0.0,0.0,1.0,795.0,2.0
12.0,5.0,5.0,33.0,10792.0,1079204.0,22.0,1718.0,944.0,0.0,0.0,5.0,1011.0,3.0
29.0,24.0,24.0,64.0,10721.0,1072102.0,13.0,3339.0,1002.0,0.0,0.0,1.0,1256.0,3.0
48.0,2.0,2.0,74.0,13204.0,1320402.0,33.0,4371.0,871.0,0.0,0.0,1.0,1041.0,3.0
29.0,24.0,24.0,64.0,11697.0,1169703.0,33.0,3710.0,1855.0,1.0,0.0,2.0,666.0,2.0
6.0,0.0,0.0,91.0,13204.0,1320402.0,33.0,840.0,345.0,0.0,0.0,1.0,2218.0,5.0
17.0,14.0,14.0,41.0,12191.0,1219102.0,74.0,2667.0,850.0,0.0,0.0,1.0,937.0,2.0
12.0,5.0,5.0,33.0,12892.0,1289203.0,91.0,98.0,63.0,1.0,0.0,1.0,404.0,1.0
17.0,14.0,14.0,41.0,10821.0,1082103.0,35.0,2171.0,1208.0,0.0,0.0,2.0,611.0,2.0
29.0,24.0,24.0,64.0,11697.0,1169703.0,33.0,4189.0,2257.0,1.0,0.0,1.0,237.0,1.0
29.0,24.0,24.0,64.0,11259.0,1125903.0,74.0,3419.0,869.0,0.0,0.0,118.0,460.0,1.0
48.0,2.0,2.0,74.0,13232.0,1323202.0,41.0,5258.0,846.0,1.0,0.0,3.0,239.0,1.0
48.0,2.0,2.0,74.0,13204.0,1320402.0,33.0,4744.0,798.0,1.0,0.0,1.0,187.0,1.0
17.0,14.0,14.0,41.0,10821.0,1082103.0,35.0,2171.0,1208.0,0.0,0.0,1.0,611.0,2.0
6.0,0.0,0.0,91.0,14869.0,1486903.0,87.0,1274.0,738.0,0.0,0.0,1.0,590.0,2.0
17.0,14.0,14.0,41.0,10821.0,1082103.0,35.0,2171.0,1208.0,0.0,0.0,1.0,611.0,2.0
48.0,2.0,2.0,74.0,15016.0,1501603.0,64.0,2552.0,1441.0,0.0,0.0,2.0,546.0,2.0
6.0,0.0,0.0,91.0,14893.0,1489302.0,91.0,718.0,60.0,0.0,0.0,1.0,373.0,1.0
48.0,2.0,2.0,74.0,13232.0,1323202.0,41.0,2490.0,1102.0,0.0,0.0,13.0,937.0,2.0
36.0,13.0,13.0,22.0,12889.0,1288903.0,85.0,2130.0,1184.0,0.0,0.0,1.0,2242.0,5.0
42.0,15.0,15.0,23.0,13198.0,1319801.0,64.0,3181.0,1689.0,0.0,0.0,1.0,1038.0,3.0
51.0,3.0,3.0,38.0,12892.0,1289203.0,91.0,12.0,11.0,0.0,0.0,2.0,2311.0,5.0
6.0,0.0,0.0,91.0,13198.0,1319801.0,64.0,3515.0,287.0,1.0,0.0,2.0,846.0,2.0
29.0,24.0,24.0,64.0,12953.0,1295302.0,22.0,1839.0,1004.0,0.0,0.0,3.0,1107.0,3.0
17.0,14.0,14.0,41.0,11697.0,1169703.0,33.0,5562.0,2312.0,0.0,0.0,7.0,1166.0,3.0
12.0,5.0,5.0,33.0,12191.0,1219102.0,74.0,5035.0,1567.0,1.0,0.0,1.0,551.0,2.0
48.0,2.0,2.0,74.0,13796.0,1379603.0,91.0,1518.0,13.0,1.0,0.0,1.0,293.0,1.0
4.0,38.0,38.0,81.0,12992.0,1299204.0,71.0,2421.0,1367.0,0.0,0.0,4.0,1136.0,3.0
29.0,24.0,24.0,64.0,14570.0,1457002.0,85.0,3777.0,2027.0,1.0,0.0,1.0,1139.0,3.0
48.0,2.0,2.0,74.0,13198.0,1319801.0,64.0,3289.0,1441.0,0.0,0.0,4.0,666.0,2.0
48.0,2.0,2.0,74.0,12992.0,1299204.0,71.0,1493.0,841.0,1.0,0.0,1.0,293.0,1.0
12.0,5.0,5.0,33.0,14679.0,1467903.0,91.0,4781.0,20.0,1.0,0.0,1.0,849.0,2.0
48.0,2.0,2.0,74.0,15370.0,1537002.0,73.0,2125.0,909.0,0.0,0.0,1.0,237.0,1.0
48.0,2.0,2.0,74.0,12889.0,1288903.0,85.0,2850.0,836.0,1.0,0.0,1.0,319.0,1.0
6.0,0.0,0.0,91.0,14107.0,1410702.0,81.0,1079.0,628.0,0.0,0.0,1.0,370.0,1.0
17.0,14.0,14.0,41.0,10529.0,1052904.0,11.0,859.0,509.0,0.0,0.0,1.0,777.0,2.0
17.0,14.0,14.0,41.0,10599.0,1059904.0,51.0,2636.0,1487.0,0.0,0.0,1.0,570.0,2.0
36.0,13.0,13.0,22.0,11292.0,1129202.0,82.0,1991.0,1123.0,0.0,0.0,1.0,1620.0,4.0
17.0,14.0,14.0,41.0,10257.0,1025702.0,22.0,5226.0,1022.0,0.0,0.0,1.0,717.0,2.0
36.0,13.0,13.0,22.0,14107.0,1410702.0,81.0,1856.0,1049.0,1.0,0.0,1.0,764.0,2.0
6.0,0.0,0.0,91.0,10529.0,1052904.0,11.0,665.0,398.0,1.0,0.0,1.0,236.0,1.0
5.0,23.0,23.0,71.0,11292.0,1129202.0,82.0,2467.0,1401.0,1.0,0.0,1.0,296.0,1.0
6.0,0.0,0.0,91.0,12889.0,1288903.0,85.0,647.0,386.0,0.0,0.0,12.0,236.0,1.0
48.0,2.0,2.0,74.0,12892.0,1289203.0,91.0,8.0,8.0,0.0,0.0,4.0,1246.0,3.0
55.0,29.0,29.0,45.0,12953.0,1295302.0,22.0,2217.0,1244.0,0.0,0.0,12.0,738.0,2.0
12.0,5.0,5.0,33.0,15370.0,1537002.0,73.0,3743.0,2003.0,1.0,0.0,4.0,882.0,2.0
4.0,38.0,38.0,81.0,12892.0,1289203.0,91.0,812.0,460.0,0.0,0.0,2.0,451.0,1.0
12.0,5.0,5.0,33.0,10529.0,1052904.0,11.0,2213.0,1241.0,0.0,0.0,1.0,1050.0,3.0
8.0,27.0,27.0,82.0,12953.0,1295302.0,22.0,1674.0,933.0,0.0,0.0,1.0,1620.0,4.0
12.0,5.0,5.0,33.0,14683.0,1468303.0,74.0,5149.0,807.0,0.0,0.0,1.0,1041.0,3.0
48.0,2.0,2.0,74.0,13198.0,1319801.0,64.0,3480.0,1441.0,0.0,0.0,3.0,460.0,1.0
17.0,14.0,14.0,41.0,10257.0,1025702.0,22.0,5226.0,1022.0,0.0,0.0,2.0,717.0,2.0
48.0,2.0,2.0,74.0,12892.0,1289203.0,91.0,8.0,8.0,0.0,0.0,1.0,1246.0,3.0
12.0,5.0,5.0,33.0,11433.0,1143302.0,43.0,4299.0,2326.0,1.0,0.0,1.0,404.0,1.0
6.0,0.0,0.0,91.0,12892.0,1289203.0,91.0,792.0,60.0,0.0,0.0,5.0,308.0,1.0
17.0,14.0,14.0,41.0,13198.0,1319801.0,64.0,2673.0,1512.0,0.0,0.0,18.0,405.0,1.0
6.0,0.0,0.0,91.0,10423.0,1042302.0,74.0,0.0,0.0,0.0,0.0,1.0,1242.0,3.0
29.0,24.0,24.0,64.0,14057.0,1405702.0,92.0,3585.0,1932.0,1.0,0.0,2.0,533.0,2.0
12.0,5.0,5.0,33.0,13232.0,1323202.0,41.0,5252.0,967.0,0.0,0.0,7.0,1166.0,3.0
48.0,2.0,2.0,74.0,13204.0,1320402.0,33.0,4371.0,871.0,0.0,0.0,1.0,1041.0,3.0
39.0,11.0,11.0,44.0,13232.0,1323202.0,41.0,2177.0,1213.0,0.0,0.0,1.0,307.0,1.0
12.0,5.0,5.0,33.0,13198.0,1319801.0,64.0,3125.0,1662.0,1.0,0.0,1.0,1056.0,3.0
29.0,24.0,24.0,64.0,14869.0,1486903.0,87.0,3628.0,1958.0,1.0,0.0,5.0,533.0,2.0
42.0,15.0,15.0,23.0,13204.0,1320402.0,33.0,4342.0,2362.0,0.0,0.0,1.0,861.0,2.0
6.0,0.0,0.0,91.0,14492.0,1449202.0,36.0,119.0,79.0,1.0,0.0,1.0,1797.0,4.0
17.0,14.0,14.0,41.0,12191.0,1219102.0,74.0,2667.0,850.0,0.0,0.0,9.0,937.0,2.0
12.0,5.0,5.0,33.0,12191.0,1219102.0,74.0,3852.0,807.0,0.0,0.0,10.0,849.0,2.0
6.0,0.0,0.0,91.0,13495.0,1349503.0,72.0,986.0,591.0,0.0,0.0,7.0,1670.0,4.0
32.0,36.0,36.0,85.0,11292.0,1129202.0,82.0,1592.0,881.0,0.0,0.0,1.0,628.0,2.0
48.0,2.0,2.0,74.0,13232.0,1323202.0,41.0,3431.0,1102.0,0.0,0.0,1.0,972.0,2.0
17.0,14.0,14.0,41.0,10423.0,1042302.0,74.0,5483.0,2966.0,3.0,0.0,1.0,611.0,2.0
29.0,24.0,24.0,64.0,14057.0,1405702.0,92.0,4060.0,2195.0,0.0,0.0,2.0,1482.0,3.0
39.0,11.0,11.0,44.0,12953.0,1295302.0,22.0,1670.0,930.0,1.0,0.0,1.0,283.0,1.0
51.0,3.0,3.0,38.0,13204.0,1320402.0,33.0,4285.0,2314.0,1.0,0.0,1.0,547.0,2.0
29.0,24.0,24.0,64.0,14843.0,1484304.0,3.0,3869.0,1984.0,1.0,0.0,1.0,1072.0,3.0
17.0,14.0,14.0,41.0,12191.0,1219102.0,74.0,2667.0,850.0,0.0,0.0,19.0,937.0,2.0
6.0,0.0,0.0,91.0,11259.0,1125903.0,74.0,243.0,0.0,0.0,0.0,3.0,1246.0,3.0
36.0,13.0,13.0,22.0,11697.0,1169703.0,33.0,1680.0,939.0,1.0,0.0,1.0,762.0,2.0
29.0,24.0,24.0,64.0,12889.0,1288903.0,85.0,3568.0,1922.0,1.0,0.0,1.0,533.0,2.0
29.0,24.0,24.0,64.0,10397.0,1039705.0,34.0,4163.0,2232.0,1.0,0.0,2.0,237.0,1.0
6.0,0.0,0.0,91.0,13198.0,1319801.0,64.0,3621.0,287.0,1.0,0.0,4.0,967.0,2.0
26.0,12.0,12.0,43.0,12892.0,1289203.0,91.0,81.0,53.0,0.0,0.0,1.0,1979.0,4.0
6.0,0.0,0.0,91.0,14570.0,1457002.0,85.0,716.0,386.0,0.0,0.0,1.0,391.0,1.0
48.0,2.0,2.0,74.0,12953.0,1295302.0,22.0,1659.0,838.0,1.0,0.0,1.0,189.0,1.0
35.0,35.0,35.0,86.0,12892.0,1289203.0,91.0,650.0,389.0,0.0,0.0,1.0,677.0,2.0
12.0,5.0,5.0,33.0,13342.0,1334205.0,45.0,2156.0,946.0,0.0,0.0,2.0,1066.0,3.0
29.0,24.0,24.0,64.0,14122.0,1412202.0,23.0,3307.0,1764.0,1.0,0.0,1.0,491.0,1.0
48.0,2.0,2.0,74.0,12892.0,1289203.0,91.0,2952.0,13.0,1.0,0.0,1.0,441.0,1.0
12.0,5.0,5.0,33.0,13198.0,1319801.0,64.0,3173.0,1655.0,1.0,0.0,1.0,545.0,2.0
12.0,5.0,5.0,33.0,13232.0,1323202.0,41.0,1725.0,967.0,0.0,0.0,37.0,990.0,2.0
29.0,24.0,24.0,64.0,14747.0,1474703.0,93.0,4145.0,2224.0,0.0,0.0,1.0,1489.0,3.0
6.0,0.0,0.0,91.0,10693.0,1069302.0,54.0,2.0,2.0,1.0,0.0,1.0,1242.0,3.0
36.0,13.0,13.0,22.0,13495.0,1349503.0,72.0,1740.0,979.0,1.0,0.0,1.0,762.0,2.0
4.0,38.0,38.0,81.0,12892.0,1289203.0,91.0,763.0,460.0,0.0,0.0,5.0,370.0,1.0
13.0,21.0,21.0,34.0,13198.0,1319801.0,64.0,3148.0,1673.0,0.0,0.0,1.0,692.0,2.0
17.0,14.0,14.0,41.0,11423.0,1142303.0,61.0,5426.0,2934.0,0.0,0.0,1.0,306.0,1.0
6.0,0.0,0.0,91.0,15016.0,1501603.0,64.0,126.0,85.0,1.0,0.0,1.0,1797.0,4.0
29.0,24.0,24.0,64.0,11433.0,1143302.0,43.0,3915.0,2105.0,1.0,0.0,1.0,405.0,1.0
12.0,5.0,5.0,33.0,13198.0,1319801.0,64.0,3311.0,1656.0,1.0,0.0,2.0,391.0,1.0
29.0,24.0,24.0,64.0,12451.0,1245102.0,33.0,3933.0,2110.0,1.0,0.0,1.0,405.0,1.0
6.0,0.0,0.0,91.0,10821.0,1082103.0,35.0,1091.0,656.0,1.0,0.0,1.0,370.0,1.0
17.0,14.0,14.0,41.0,15304.0,1530402.0,33.0,5451.0,2643.0,1.0,0.0,3.0,395.0,1.0
29.0,24.0,24.0,64.0,14107.0,1410702.0,81.0,3347.0,1795.0,0.0,0.0,1.0,1044.0,3.0
22.0,6.0,6.0,72.0,12892.0,1289203.0,91.0,47.0,32.0,0.0,0.0,2.0,1670.0,4.0
29.0,24.0,24.0,64.0,14893.0,1489302.0,91.0,4158.0,212.0,0.0,0.0,2.0,1442.0,3.0
12.0,5.0,5.0,33.0,13198.0,1319801.0,64.0,3159.0,1658.0,5.0,0.0,1.0,81.0,1.0
34.0,4.0,4.0,21.0,13198.0,1319801.0,64.0,3285.0,1754.0,1.0,0.0,1.0,711.0,2.0
6.0,0.0,0.0,91.0,15016.0,1501603.0,64.0,1206.0,210.0,1.0,0.0,1.0,1211.0,3.0
49.0,39.0,39.0,87.0,13198.0,1319801.0,64.0,3629.0,1959.0,1.0,0.0,1.0,391.0,1.0
48.0,2.0,2.0,74.0,12953.0,1295302.0,22.0,2852.0,838.0,1.0,0.0,1.0,319.0,1.0
13.0,21.0,21.0,34.0,13198.0,1319801.0,64.0,3148.0,1673.0,0.0,0.0,16.0,692.0,2.0
36.0,13.0,13.0,22.0,10423.0,1042302.0,74.0,1798.0,1007.0,0.0,0.0,1.0,1520.0,4.0
29.0,24.0,24.0,64.0,14843.0,1484304.0,3.0,3869.0,1984.0,1.0,0.0,1.0,1072.0,3.0
29.0,24.0,24.0,64.0,14771.0,1477101.0,91.0,3825.0,2041.0,1.0,0.0,4.0,1363.0,3.0
36.0,13.0,13.0,22.0,13198.0,1319801.0,64.0,2340.0,1193.0,1.0,0.0,1.0,888.0,2.0
29.0,24.0,24.0,64.0,14524.0,1452401.0,38.0,3198.0,1648.0,1.0,0.0,1.0,692.0,2.0
48.0,2.0,2.0,74.0,12992.0,1299204.0,71.0,2501.0,904.0,0.0,0.0,2.0,296.0,1.0
4.0,38.0,38.0,81.0,12892.0,1289203.0,91.0,812.0,460.0,0.0,0.0,6.0,451.0,1.0
24.0,10.0,10.0,35.0,12992.0,1299204.0,71.0,2409.0,1357.0,0.0,0.0,1.0,912.0,2.0
48.0,2.0,2.0,74.0,11259.0,1125903.0,74.0,1432.0,791.0,0.0,0.0,1.0,293.0,1.0
17.0,14.0,14.0,41.0,12191.0,1219102.0,74.0,2667.0,850.0,0.0,0.0,1.0,937.0,2.0
6.0,0.0,0.0,91.0,14057.0,1405702.0,92.0,1265.0,630.0,1.0,0.0,1.0,308.0,1.0
29.0,24.0,24.0,64.0,10397.0,1039705.0,34.0,3085.0,1628.0,0.0,0.0,1.0,692.0,2.0
5.0,23.0,23.0,71.0,12191.0,1219102.0,74.0,2483.0,842.0,1.0,0.0,1.0,296.0,1.0
12.0,5.0,5.0,33.0,11292.0,1129202.0,82.0,3850.0,2061.0,0.0,0.0,1.0,1546.0,4.0
45.0,34.0,34.0,37.0,13198.0,1319801.0,64.0,3259.0,1734.0,1.0,0.0,1.0,745.0,2.0
29.0,24.0,24.0,64.0,11884.0,1188402.0,93.0,3558.0,1914.0,1.0,0.0,1.0,533.0,2.0
29.0,24.0,24.0,64.0,14843.0,1484304.0,3.0,3226.0,1712.0,1.0,0.0,5.0,692.0,2.0
12.0,5.0,5.0,33.0,10721.0,1072102.0,13.0,2343.0,1319.0,0.0,0.0,3.0,1121.0,3.0
29.0,24.0,24.0,64.0,11697.0,1169703.0,33.0,3677.0,1973.0,0.0,0.0,1.0,1242.0,3.0
25.0,9.0,9.0,13.0,13198.0,1319801.0,64.0,3093.0,1635.0,0.0,0.0,1.0,1256.0,3.0
5.0,23.0,23.0,71.0,14107.0,1410702.0,81.0,2713.0,1533.0,0.0,0.0,3.0,1136.0,3.0
36.0,13.0,13.0,22.0,10874.0,1087402.0,44.0,1880.0,1057.0,0.0,0.0,2.0,397.0,1.0
29.0,24.0,24.0,64.0,13204.0,1320402.0,33.0,3842.0,1973.0,0.0,0.0,1.0,1072.0,3.0
13.0,21.0,21.0,34.0,13232.0,1323202.0,41.0,2449.0,1388.0,0.0,0.0,1.0,591.0,2.0
29.0,24.0,24.0,64.0,13232.0,1323202.0,41.0,3292.0,1443.0,0.0,0.0,2.0,405.0,1.0
12.0,5.0,5.0,33.0,13232.0,1323202.0,41.0,5252.0,967.0,0.0,0.0,2.0,1166.0,3.0
47.0,1.0,1.0,54.0,12953.0,1295302.0,22.0,1837.0,1038.0,0.0,0.0,1.0,764.0,2.0
29.0,24.0,24.0,64.0,12339.0,1233904.0,42.0,3730.0,1992.0,0.0,0.0,1.0,451.0,1.0
6.0,0.0,0.0,91.0,14057.0,1405702.0,92.0,1066.0,640.0,0.0,0.0,17.0,834.0,2.0
17.0,14.0,14.0,41.0,12889.0,1288903.0,85.0,5744.0,3114.0,2.0,0.0,1.0,895.0,2.0
48.0,2.0,2.0,74.0,12953.0,1295302.0,22.0,1721.0,903.0,0.0,0.0,9.0,1381.0,3.0
6.0,0.0,0.0,91.0,14869.0,1486903.0,87.0,1059.0,636.0,1.0,0.0,1.0,337.0,1.0
12.0,5.0,5.0,33.0,14831.0,1483103.0,91.0,4853.0,21.0,1.0,0.0,1.0,2039.0,5.0
36.0,13.0,13.0,22.0,13198.0,1319801.0,64.0,2340.0,1193.0,1.0,0.0,1.0,888.0,2.0
17.0,14.0,14.0,41.0,11697.0,1169703.0,33.0,5562.0,2312.0,0.0,0.0,2.0,1166.0,3.0
48.0,2.0,2.0,74.0,13198.0,1319801.0,64.0,1495.0,843.0,1.0,0.0,1.0,293.0,1.0
29.0,24.0,24.0,64.0,12451.0,1245102.0,33.0,3133.0,1654.0,1.0,0.0,1.0,692.0,2.0
29.0,24.0,24.0,64.0,12892.0,1289203.0,91.0,323.0,212.0,0.0,0.0,1.0,1363.0,3.0
29.0,24.0,24.0,64.0,10721.0,1072102.0,13.0,3339.0,1002.0,0.0,0.0,3.0,1256.0,3.0
34.0,4.0,4.0,21.0,13198.0,1319801.0,64.0,3286.0,1755.0,1.0,0.0,1.0,872.0,2.0
32.0,36.0,36.0,85.0,13198.0,1319801.0,64.0,3061.0,1614.0,0.0,0.0,3.0,1139.0,3.0
6.0,0.0,0.0,91.0,13851.0,1385103.0,73.0,463.0,305.0,1.0,0.0,1.0,862.0,2.0
48.0,2.0,2.0,74.0,13158.0,1315802.0,74.0,2773.0,791.0,0.0,0.0,4.0,319.0,1.0
36.0,13.0,13.0,22.0,14570.0,1457002.0,85.0,2027.0,1138.0,1.0,0.0,1.0,1620.0,4.0
48.0,2.0,2.0,74.0,13232.0,1323202.0,41.0,2490.0,1102.0,0.0,0.0,4.0,937.0,2.0
29.0,24.0,24.0,64.0,14027.0,1402702.0,33.0,3171.0,1654.0,1.0,0.0,1.0,692.0,2.0
6.0,0.0,0.0,91.0,13198.0,1319801.0,64.0,3584.0,675.0,1.0,0.0,1.0,325.0,1.0
6.0,0.0,0.0,91.0,12892.0,1289203.0,91.0,790.0,60.0,0.0,0.0,1.0,337.0,1.0
13.0,21.0,21.0,34.0,12953.0,1295302.0,22.0,1669.0,929.0,0.0,0.0,1.0,762.0,2.0
48.0,2.0,2.0,74.0,13158.0,1315802.0,74.0,2804.0,370.0,1.0,0.0,1.0,189.0,1.0
29.0,24.0,24.0,64.0,12953.0,1295302.0,22.0,3920.0,2108.0,6.0,0.0,1.0,405.0,1.0
12.0,5.0,5.0,33.0,13232.0,1323202.0,41.0,5263.0,2344.0,1.0,0.0,4.0,270.0,1.0
5.0,23.0,23.0,71.0,12953.0,1295302.0,22.0,1936.0,1094.0,1.0,0.0,2.0,296.0,1.0
48.0,2.0,2.0,74.0,10423.0,1042302.0,74.0,1440.0,370.0,1.0,0.0,1.0,293.0,1.0
36.0,13.0,13.0,22.0,15016.0,1501603.0,64.0,2268.0,1237.0,1.0,0.0,1.0,725.0,2.0
6.0,0.0,0.0,91.0,12892.0,1289203.0,91.0,797.0,60.0,0.0,0.0,1.0,373.0,1.0
12.0,5.0,5.0,33.0,14771.0,1477101.0,91.0,5209.0,136.0,1.0,0.0,1.0,882.0,2.0
39.0,11.0,11.0,44.0,12892.0,1289203.0,91.0,402.0,256.0,1.0,0.0,1.0,1085.0,3.0
17.0,14.0,14.0,41.0,12892.0,1289203.0,91.0,292.0,196.0,0.0,0.0,6.0,1750.0,4.0
17.0,14.0,14.0,41.0,12892.0,1289203.0,91.0,292.0,196.0,0.0,0.0,1.0,1750.0,4.0
45.0,34.0,34.0,37.0,13232.0,1323202.0,41.0,1814.0,1021.0,0.0,0.0,14.0,745.0,2.0
48.0,2.0,2.0,74.0,13198.0,1319801.0,64.0,2854.0,843.0,1.0,0.0,1.0,319.0,1.0
6.0,0.0,0.0,91.0,11884.0,1188402.0,93.0,699.0,421.0,1.0,0.0,1.0,236.0,1.0
12.0,5.0,5.0,33.0,10721.0,1072102.0,13.0,2343.0,1319.0,0.0,0.0,1.0,1121.0,3.0
32.0,36.0,36.0,85.0,13198.0,1319801.0,64.0,3061.0,1614.0,0.0,0.0,43.0,1139.0,3.0
12.0,5.0,5.0,33.0,14492.0,1449202.0,36.0,4354.0,2370.0,1.0,0.0,1.0,404.0,1.0
12.0,5.0,5.0,33.0,13232.0,1323202.0,41.0,5268.0,967.0,0.0,0.0,1.0,849.0,2.0
12.0,5.0,5.0,33.0,14122.0,1412202.0,23.0,5097.0,989.0,0.0,0.0,1.0,834.0,2.0
6.0,0.0,0.0,91.0,13796.0,1379603.0,91.0,1009.0,60.0,0.0,0.0,4.0,337.0,1.0
12.0,5.0,5.0,33.0,14307.0,1430702.0,15.0,5103.0,2763.0,0.0,0.0,4.0,1072.0,3.0
6.0,0.0,0.0,91.0,10423.0,1042302.0,74.0,0.0,0.0,0.0,0.0,1.0,1242.0,3.0
48.0,2.0,2.0,74.0,12953.0,1295302.0,22.0,1697.0,903.0,0.0,0.0,1.0,1428.0,3.0
12.0,5.0,5.0,33.0,14524.0,1452401.0,38.0,5117.0,2509.0,0.0,0.0,1.0,667.0,2.0
12.0,5.0,5.0,33.0,13198.0,1319801.0,64.0,3215.0,1659.0,1.0,0.0,1.0,1105.0,3.0
6.0,0.0,0.0,91.0,12992.0,1299204.0,71.0,2572.0,1438.0,0.0,0.0,1.0,1488.0,3.0
